"No.,""Time"",""Source"",""Destination"",""Protocol"",""Length"",""Info""";;;;;;;;;;;;;;;;;;time 2;time 1;delay; delay2 ;delay 1;   jitter
"1261,""15.136856"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Out-Of-Order] 80  >  52746 [ACK] Seq=72081 Ack=1 Win=133 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"1262,""15.136912"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52746  >  80 [ACK] Seq=1 Ack=74801 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"1263,""15.141684"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52747 [ACK] Seq=215992 Ack=1312 Win=160 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1264,""15.141941"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52747 [ACK] Seq=217352 Ack=1312 Win=160 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1265,""15.141992"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52747  >  80 [ACK] Seq=1312 Ack=218712 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"1266,""15.155220"",""192.229.232.240"",""192.168.43.22"",""TCP"",""2774"",""80  >  52747 [ACK] Seq=218712 Ack=1312 Win=160 Len=2720 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1267,""15.155220"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52747 [ACK] Seq=222792 Ack=1312 Win=160 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1268,""15.155382"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""52747  >  80 [ACK] Seq=1312 Ack=221432 Win=515 Len=0 SLE=222792 SRE=224152""";;;;;;;;;;;;;;;;;;;;;;;
"1269,""15.155631"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52747 [ACK] Seq=225512 Ack=1312 Win=160 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1270,""15.155667"",""192.168.43.22"",""192.229.232.240"",""TCP"",""74"",""[TCP Dup ACK 1268#1] 52747  >  80 [ACK] Seq=1312 Ack=221432 Win=515 Len=0 SLE=225512 SRE=226872 SLE=222792 SRE=224152""";;;;;;;;;;;;;;;;;;;;;;;
"1271,""15.156137"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Out-Of-Order] 80  >  52747 [ACK] Seq=224152 Ack=1312 Win=160 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1272,""15.156177"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 1268#2] 52747  >  80 [ACK] Seq=1312 Ack=221432 Win=515 Len=0 SLE=222792 SRE=226872""";;;;;;;;;;;;;;;;;;;;;;;
"1273,""15.156440"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Fast Retransmission] 80  >  52747 [ACK] Seq=221432 Ack=1312 Win=160 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1274,""15.156486"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52747  >  80 [ACK] Seq=1312 Ack=226872 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"1275,""15.160649"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52747 [ACK] Seq=226872 Ack=1312 Win=160 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1276,""15.166681"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=426531 Ack=2623 Win=160 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1277,""15.166791"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=2623 Ack=427891 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"1278,""15.173026"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=427891 Ack=2623 Win=160 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1279,""15.173208"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=429251 Ack=2623 Win=160 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1280,""15.173279"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=2623 Ack=430611 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"1281,""15.178699"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"1282,""15.178974"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"1283,""15.179027"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52746  >  80 [ACK] Seq=1 Ack=77521 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"1284,""15.184812"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"1285,""15.185106"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"1286,""15.185171"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52746  >  80 [ACK] Seq=1 Ack=80241 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"1287,""15.191708"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52747 [ACK] Seq=228232 Ack=1312 Win=160 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1288,""15.191823"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52747  >  80 [ACK] Seq=1312 Ack=229592 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"1289,""15.197581"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52747 [ACK] Seq=232312 Ack=1312 Win=160 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1290,""15.197701"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 1288#1] 52747  >  80 [ACK] Seq=1312 Ack=229592 Win=515 Len=0 SLE=232312 SRE=233672""";;;;;;;;;;;;;;;;;;;;;;;
"1291,""15.203541"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1331"",""80  >  52747 [PSH, ACK] Seq=233672 Ack=1312 Win=160 Len=1277 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1292,""15.203649"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 1288#2] 52747  >  80 [ACK] Seq=1312 Ack=229592 Win=515 Len=0 SLE=232312 SRE=234949""";;;;;;;;;;;;;;;;;;;;;;;
"1293,""15.204055"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Out-Of-Order] 80  >  52747 [ACK] Seq=230952 Ack=1312 Win=160 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1294,""15.204100"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 1288#3] 52747  >  80 [ACK] Seq=1312 Ack=229592 Win=515 Len=0 SLE=230952 SRE=234949""";;;;;;;;;;;;;;;;;;;;;;;
"1295,""15.269885"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=430611 Ack=2623 Win=160 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1296,""15.270038"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=431971 Ack=2623 Win=160 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1297,""15.270109"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=2623 Ack=433331 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"1298,""15.270464"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=433331 Ack=2623 Win=160 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1299,""15.298594"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=434691 Ack=2623 Win=160 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1300,""15.298690"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=2623 Ack=436051 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"1301,""15.304742"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""[TCP Previous segment not captured] Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"1302,""15.304828"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 1286#1] 52746  >  80 [ACK] Seq=1 Ack=80241 Win=515 Len=0 SLE=81601 SRE=82961""";;;;;;;;;;;;;;;;;;;;;;;
"1303,""15.305125"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"1304,""15.305153"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 1286#2] 52746  >  80 [ACK] Seq=1 Ack=80241 Win=515 Len=0 SLE=81601 SRE=84321""";;;;;;;;;;;;;;;;;;;;;;;
"1305,""15.305343"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"1306,""15.305370"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 1286#3] 52746  >  80 [ACK] Seq=1 Ack=80241 Win=515 Len=0 SLE=81601 SRE=85681""";;;;;;;;;;;;;;;;;;;;;;;
"1307,""15.305453"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"1308,""15.305476"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 1286#4] 52746  >  80 [ACK] Seq=1 Ack=80241 Win=515 Len=0 SLE=81601 SRE=87041""";;;;;;;;;;;;;;;;;;;;;;;
"1309,""15.350725"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"1310,""15.350840"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 1286#5] 52746  >  80 [ACK] Seq=1 Ack=80241 Win=515 Len=0 SLE=81601 SRE=88401""";;;;;;;;;;;;;;;;;;;;;;;
"1311,""15.356769"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"1312,""15.356889"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 1286#6] 52746  >  80 [ACK] Seq=1 Ack=80241 Win=515 Len=0 SLE=81601 SRE=89761""";;;;;;;;;;;;;;;;;;;;;;;
"1313,""15.357166"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"1314,""15.357217"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 1286#7] 52746  >  80 [ACK] Seq=1 Ack=80241 Win=515 Len=0 SLE=81601 SRE=91121""";;;;;;;;;;;;;;;;;;;;;;;
"1315,""15.362930"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"1316,""15.363044"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 1286#8] 52746  >  80 [ACK] Seq=1 Ack=80241 Win=515 Len=0 SLE=81601 SRE=92481""";;;;;;;;;;;;;;;;;;;;;;;
"1317,""15.363321"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52747 [ACK] Seq=229592 Ack=1312 Win=160 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"1318,""15.363418"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52747  >  80 [ACK] Seq=1312 Ack=234949 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"1319,""15.385742"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"1320,""15.385886"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 1286#9] 52746  >  80 [ACK] Seq=1 Ack=80241 Win=515 Len=0 SLE=81601 SRE=93841""";;;;;;;;;;;;;;;;;;;;;;;
"1321,""15.397793"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""[TCP Fast Retransmission] Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"1322,""15.398021"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52746  >  80 [ACK] Seq=1 Ack=93841 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"1323,""15.403635"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"1324,""15.437847"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"1325,""15.437965"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52746  >  80 [ACK] Seq=1 Ack=96561 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"1326,""15.438343"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=436051 Ack=2623 Win=160 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1327,""15.438636"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"1328,""15.475685"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"1329,""15.475812"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52746  >  80 [ACK] Seq=1 Ack=99281 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"1330,""15.479300"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=2623 Ack=437411 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"1331,""15.481642"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"1332,""15.481929"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"1333,""15.482058"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52746  >  80 [ACK] Seq=1 Ack=102001 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"1334,""15.533658"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=437411 Ack=2623 Win=160 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1335,""15.545951"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=438771 Ack=2623 Win=160 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1336,""15.546062"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=2623 Ack=440131 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"1337,""15.546342"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=440131 Ack=2623 Win=160 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1338,""15.551823"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=441491 Ack=2623 Win=160 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1339,""15.551940"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=2623 Ack=442851 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"1340,""15.552215"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=442851 Ack=2623 Win=160 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1341,""15.552410"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=444211 Ack=2623 Win=160 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1342,""15.552444"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=2623 Ack=445571 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"1343,""15.589699"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1329"",""80  >  52748 [PSH, ACK] Seq=445571 Ack=2623 Win=160 Len=1275 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1344,""15.630106"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=2623 Ack=446846 Win=510 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"1345,""15.660857"",""192.168.43.22"",""192.229.232.240"",""HTTP"",""491"",""GET /filestreamingservice/files/4e6356d9-c60d-444b-bf25-60a1b6fce4a6?P1=1602184095&P2=402&P3=2&P4=igOKERQ8NS2eqL4M79k%2bS7em8HkdWuvb5WfomKqVxuMmqJ4NqA15LDRKKMjm6CjHdBOZOxwASQrneO0EAiZZMA%3d%3d HTTP/1.1 """;;;;;;;;;;;;;;;;;;;;;;;
"1346,""15.797541"",""192.229.232.240"",""192.168.43.22"",""HTTP"",""1414"",""[TCP Previous segment not captured] Continuation""";;;;;;;;;;;;;;;;;;;;;;;
"1347,""15.797661"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 1333#1] 52746  >  80 [ACK] Seq=1 Ack=102001 Win=515 Len=0 SLE=107441 SRE=108801""";;;;;;;;;;;;;;;;;;;;;;;
"1348,""15.869556"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52746 [ACK] Seq=102001 Ack=1 Win=133 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"1349,""15.869653"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""52746  >  80 [ACK] Seq=1 Ack=103361 Win=515 Len=0 SLE=107441 SRE=108801""";;;;;;;;;;;;;;;;;;;;;;;
"1350,""15.960811"",""192.168.43.22"",""192.229.232.240"",""TCP"",""491"",""[TCP Retransmission] 52748  >  80 [PSH, ACK] Seq=2623 Ack=446846 Win=510 Len=437""";;;;;;;;;;;;;;;;;;;;;;;
"1351,""16.029828"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=446846 Ack=3060 Win=162 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1352,""16.036049"",""192.229.232.240"",""192.168.43.22"",""TCP"",""2774"",""80  >  52748 [ACK] Seq=448206 Ack=3060 Win=162 Len=2720 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1353,""16.036207"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=3060 Ack=450926 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"1354,""16.036551"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52748 [ACK] Seq=452286 Ack=3060 Win=162 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1355,""16.036596"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 1353#1] 52748  >  80 [ACK] Seq=3060 Ack=450926 Win=515 Len=0 SLE=452286 SRE=453646""";;;;;;;;;;;;;;;;;;;;;;;
"1356,""16.036965"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=453646 Ack=3060 Win=162 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1357,""16.037003"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 1353#2] 52748  >  80 [ACK] Seq=3060 Ack=450926 Win=515 Len=0 SLE=452286 SRE=455006""";;;;;;;;;;;;;;;;;;;;;;;
"1358,""16.041797"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Fast Retransmission] 80  >  52748 [ACK] Seq=450926 Ack=3060 Win=162 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1359,""16.041928"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=3060 Ack=455006 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"1360,""16.083684"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52748 [ACK] Seq=456366 Ack=3060 Win=162 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1361,""16.083846"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 1359#1] 52748  >  80 [ACK] Seq=3060 Ack=455006 Win=515 Len=0 SLE=456366 SRE=457726""";;;;;;;;;;;;;;;;;;;;;;;
"1362,""16.089961"",""192.229.232.240"",""192.168.43.22"",""TCP"",""2774"",""80  >  52748 [ACK] Seq=457726 Ack=3060 Win=162 Len=2720 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1363,""16.090111"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 1359#2] 52748  >  80 [ACK] Seq=3060 Ack=455006 Win=515 Len=0 SLE=456366 SRE=460446""";;;;;;;;;;;;;;;;;;;;;;;
"1364,""16.090442"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=460446 Ack=3060 Win=162 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1365,""16.090482"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 1359#3] 52748  >  80 [ACK] Seq=3060 Ack=455006 Win=515 Len=0 SLE=456366 SRE=461806""";;;;;;;;;;;;;;;;;;;;;;;
"1366,""16.090851"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Fast Retransmission] 80  >  52748 [ACK] Seq=455006 Ack=3060 Win=162 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1367,""16.090969"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=3060 Ack=461806 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"1368,""16.149747"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52748 [ACK] Seq=463166 Ack=3060 Win=162 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1369,""16.149864"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 1367#1] 52748  >  80 [ACK] Seq=3060 Ack=461806 Win=515 Len=0 SLE=463166 SRE=464526""";;;;;;;;;;;;;;;;;;;;;;;
"1370,""16.155855"",""192.229.232.240"",""192.168.43.22"",""TCP"",""2774"",""80  >  52748 [ACK] Seq=464526 Ack=3060 Win=162 Len=2720 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1371,""16.156010"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 1367#2] 52748  >  80 [ACK] Seq=3060 Ack=461806 Win=515 Len=0 SLE=463166 SRE=467246""";;;;;;;;;;;;;;;;;;;;;;;
"1372,""16.156323"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=467246 Ack=3060 Win=162 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1373,""16.156361"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 1367#3] 52748  >  80 [ACK] Seq=3060 Ack=461806 Win=515 Len=0 SLE=463166 SRE=468606""";;;;;;;;;;;;;;;;;;;;;;;
"1374,""16.156734"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=468606 Ack=3060 Win=162 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1375,""16.156777"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 1367#4] 52748  >  80 [ACK] Seq=3060 Ack=461806 Win=515 Len=0 SLE=463166 SRE=469966""";;;;;;;;;;;;;;;;;;;;;;;
"1376,""16.157050"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Fast Retransmission] 80  >  52748 [ACK] Seq=461806 Ack=3060 Win=162 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1377,""16.157107"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=3060 Ack=469966 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"1378,""16.237753"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52748 [ACK] Seq=471326 Ack=3060 Win=162 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1379,""16.237871"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 1377#1] 52748  >  80 [ACK] Seq=3060 Ack=469966 Win=515 Len=0 SLE=471326 SRE=472686""";;;;;;;;;;;;;;;;;;;;;;;
"1380,""16.243856"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=472686 Ack=3060 Win=162 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"1381,""16.243990"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 1377#2] 52748  >  80 [ACK] Seq=3060 Ack=469966 Win=515 Len=0 SLE=471326 SRE=474046""";;;;;;;;;;;;;;;;;;;;;;;
"1382,""16.244325"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=474046 Ack=3060 Win=162 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
